id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50551775,古北水镇.翠麓山车轰趴别墅13号馆（景区内可烧烤，做饭，卡拉OK 麻将机）,272340496,Clsj000,,密云县 / Miyun,40.64747,117.26889,Entire home/apt,2439,1,0,,,6,89,0,
50554562,【花筑】初末·后现代风庭院|雁栖湖神堂峪慕田峪长城|大草坪|露台|脚下四面环山 |观景大床房,292745892,腾飞,,怀柔区 / Huairou,40.43749,116.58636,Private room,367,1,0,,,5,333,0,
50555384,【花筑】初末·后现代风庭院|团建聚会|雁栖湖神堂峪慕田峪长城|大草坪|投影|露台|四面环山|双人间,292745892,腾飞,,怀柔区 / Huairou,40.4391,116.58797,Private room,449,1,1,2021-12-22,1,5,331,1,
50555619,"淡然轩．怀柔5居私密度假独院．泳池KTV麻将机
瑜伽室茶室．近青龙峡雁栖湖红螺寺CS",378925384,醉懒轻奢民宿,,怀柔区 / Huairou,40.44845,116.69877,Entire home/apt,5288,1,3,2021-08-27,0.49,6,327,3,
50555776,【花筑】初末·后现代风庭院/雁栖湖神堂峪慕田峪长城/大草坪//露台/四面环山 /欢景Loft双床套房,292745892,腾飞,,怀柔区 / Huairou,40.43893,116.58577,Private room,387,1,1,2021-09-25,0.33,5,333,1,
50556446,【花筑】初末·后现代风庭院|雁栖湖神堂峪慕田峪长城|大草坪|露台|四面环山 |墅景Loft双床套房,292745892,腾飞,,怀柔区 / Huairou,40.43912,116.58772,Private room,755,1,0,,,5,331,0,
50561801,珍珠泉依山傍水别墅整租,306356394,云浩,,延庆县 / Yanqing,40.563499,116.403664,Entire home/apt,2280,1,0,,,1,365,0,
50563739,【山缘水畔】响水湖慕田峪超大院落五卧室可住11人,408529975,溪,,怀柔区 / Huairou,40.44392,116.44206,Entire home/apt,4082,1,7,2021-08-27,1.25,1,18,7,
50564309,「天空码头」怀柔青龙峡.漂流.恒温泳池.地暖.烧烤.唱K.棋牌,269445971,民宿,,怀柔区 / Huairou,40.45001,116.69943,Entire home/apt,2794,1,3,2021-10-29,1.06,3,362,3,
50575939,山顶小院 私人泳池 温泉 最美山路昌赤路边 四周无邻居 北京延庆永宁古镇- - -芯院,252448671,Hao,,延庆县 / Yanqing,40.52363,116.17039,Entire home/apt,3419,1,3,2021-10-05,0.94,1,177,3,
50579361,雁栖湖民宿小院,408668462,翠伶,,怀柔区 / Huairou,40.36334,116.66297,Entire home/apt,2553,1,1,2021-08-19,0.23,1,363,1,
50581444,坡峰岭山涧顺遂圆,363859595,认证手机用户9292,,房山区,39.69029,115.85934,Entire home/apt,2380,1,1,2021-09-22,0.32,1,364,1,
50582391,一念花开·白草山院/龙庆峡/玉渡山/世园会/石京龙滑雪场/1250平超大院落/泳池/观景平台,86628426,一念花开山宿,,延庆县 / Yanqing,40.56644,116.03592,Entire home/apt,2928,1,1,2021-09-21,0.32,2,172,1,
50583043,【花筑】近水长城|紧邻九渡河|新中式观山雅院|亲子|轰趴团建烧烤|免费茶室|免费停车|冰岛寨大床房,401946856,涛,,怀柔区 / Huairou,40.36041,116.46472,Private room,602,1,0,,,5,259,0,
50583459,【花筑】新房特惠|亲子观山|怀柔九渡|近黄花城水长城|啤酒烧烤|儿童秋千|梅家坞大床房,401946856,涛,,怀柔区 / Huairou,40.36102,116.45848,Private room,1348,1,0,,,5,259,0,
50586768,【花筑】怀柔景区|近水长城|九渡河|观山雅院|亲子|轰趴团建烧烤|免费茶室|免费停车| 香竹菁双床房,401946856,涛,,怀柔区 / Huairou,40.40939,116.3438,Private room,742,1,0,,,5,255,0,
50586899,【花筑】近水长城|紧邻九渡河|新中式观山雅院|亲子|轰趴团建烧烤|免费茶室|免费停车留香涧双床房,401946856,涛,,怀柔区 / Huairou,40.40774,116.34382,Private room,798,1,0,,,5,255,0,
50600949,星空泳池山景房,398404070,认证手机用户6892,,密云县 / Miyun,40.649456,117.484787,Private room,330,1,0,,,3,267,0,
50603206,LaVita慢生活-延庆四合院/ins风/亲子民宿/玉渡山/野鸭湖/世园会/八达岭长城/野生动物园,219648769,Lavita,,延庆县 / Yanqing,40.410049,115.981277,Entire home/apt,1200,1,10,2021-11-15,2.65,3,279,10,
50603697,北京小院民宿 密云水库 黑龙潭 清凉谷（2500平米整院）（也可预定单间）,138270841,钱,,密云县 / Miyun,40.61623,116.802002,Private room,4000,1,0,,,3,172,0,
50611160,时间之外民宿/小院整租/紧邻云居寺景区滑雪场/私人泳池烧烤露营/主题ktv/台球,408900516,认证手机用户0679,,房山区,39.603767,115.795433,Entire home/apt,2479,1,2,2021-10-07,0.50,1,356,2,
50611886,"白墙黑瓦遇上石头小院
古北口｜金山岭｜古北水镇｜云峰山｜司马台长城｜密云水库",408915659,认证手机用户3910,,密云县 / Miyun,40.63583,117.0562,Entire home/apt,1399,1,0,,,1,93,0,
50612107,怀柔民宿/福丽雅舍/温泉/私汤/地暖/团建/亲子/网红秋千/麻将机/KTV/投影仪/PS4/烤全羊,376327624,福丽,,怀柔区 / Huairou,40.86731,116.65881,Entire home/apt,4816,1,1,2021-10-17,0.43,1,354,1,
50624815,红螺寺 ，雁栖湖 ，鸟岛 ，慕田峪 ，青龙峡 ，山楼无忧民宿集休闲娱乐为一体。,407607961,认证手机用户6644,,怀柔区 / Huairou,40.372162,116.621605,Entire home/apt,3759,1,0,,,1,86,0,
50626485,伴山渡•西台 简约风 近水长城黄花城长城景区,408645509,晓宇,,怀柔区 / Huairou,40.402328,116.345711,Entire home/apt,3266,1,0,,,1,156,0,
50645775,水源 晓山前 /烧烤/KTV/麻将/怀柔/慕田峪/红螺寺/雁栖湖/24小时管家服务,99486906,水源民宿•灿,,怀柔区 / Huairou,40.38567,116.53428,Entire home/apt,2079,1,0,,,19,363,0,
50654811,6号大床房带独立客厅「聚友小筑」红螺寺/雁栖湖/山景小院,300867332,秋英,,怀柔区 / Huairou,40.3674,116.6385,Private room,335,1,0,,,8,34,0,
50672443,七亩民宿七号八号房（喇叭沟门白桦林原始森林店）,408339025,彭勃,,怀柔区 / Huairou,40.949432,116.514664,Entire home/apt,798,1,3,2021-09-30,0.61,1,365,3,
50674400,水泡子·私汤民宿   长城脚下400平米  日式庭院和服+超大泡池,176134072,徐,,延庆县 / Yanqing,40.524704,116.409538,Private room,3314,1,3,2021-12-18,0.66,1,83,3,
50684510,【绘家-蔚】【一室一厅】地铁5/14号线蒲黄榆楼上-独享一居-天坛-南站西站直达-协和-肿瘤医院,395894402,绘家民宿,,丰台区 / Fengtai,39.86559,116.42225,Entire home/apt,379,1,2,2021-11-06,0.44,18,85,2,
50688208,极简生活二号店,386957758,王志,,密云县 / Miyun,40.439461,116.926811,Entire home/apt,1969,1,1,2021-08-28,0.25,2,362,1,
50690140,【观溪菡舍】茉莉星空房LOFT，延庆民宿，莲花山，京北大峡谷，龙泉峪长城，永宁古镇，团建烧烤，独院,42657091,Claire,,延庆县 / Yanqing,40.45435,116.271675,Private room,1430,1,2,2021-09-19,0.45,1,67,2,
50690893,【庭燕轩•宿】怀柔宝川天河别墅,392930607,燕玲,,怀柔区 / Huairou,40.72412,116.54985,Entire home/apt,2288,1,1,2021-09-27,0.34,1,343,1,
50694076,美宿联盟 ins风 青龙峡 漂流 烧烤 轰趴 聚会 团建 超大恒温泳池 设计师民宿-浅陶,256738588,小菲,,怀柔区 / Huairou,40.44677,116.70068,Entire home/apt,7451,1,0,,,4,358,0,
50695647,长租优惠【初见臻选•安之若素】四环夜景/国贸CBD/大望路/巨幕高清投影/百子湾/合生汇/高端公寓,250526093,初见臻选,,朝阳区 / Chaoyang,39.900116,116.486481,Entire home/apt,369,1,0,,,18,176,0,
50696652,西府·華庭～～夜太美,286858833,先生,,平谷区 / Pinggu,40.20572,117.24419,Entire home/apt,3051,1,3,2021-08-27,0.58,1,365,3,
50708723,奥伦达原乡美利坚   水云间·原乡东郡山居复式三居洋房 带书房,18658886,Stars,,延庆县 / Yanqing,40.4558,115.76863,Entire home/apt,1459,1,3,2021-10-04,0.98,3,267,3,
50710068,VIAYA山行集阁院北京民宿小院房山坡峰岭景区看红叶含早餐亲子家庭朋友聚会 下午茶儿童乐园 可烧烤,401811658,向山吉屋壹号店,,房山区,39.68855,115.85917,Entire home/apt,3761,1,0,,,1,1,0,
50713681,一观民宿【壹觀河院】水长城脚下别墅民宿，舒适~景观房~私密小院观明长城~烧烤~机麻~免费早餐,104410183,Bo,,怀柔区 / Huairou,40.433624,116.33329,Entire home/apt,4286,1,1,2021-07-09,0.18,1,337,1,
50715090,（含早餐）近古北水镇（开车约15-25分钟）可烧烤/临金鼎湖/白龙潭/大城美域石头记一,409826574,Maggie,,密云县 / Miyun,40.387772,117.091766,Entire home/apt,1049,1,0,,,2,298,0,
50719995,青山下【有蔓】门头沟独立小院/京西十八潭/妙峰山/百花山/双龙峡,162176719,子澍,,门头沟区 / Mentougou,40.01582,115.825119,Entire home/apt,2829,1,0,,,1,364,0,
50731910,（含早餐）近古北水镇（开车约15-25分钟）可烧烤临金鼎湖/白龙潭/丫髻山/雾灵山大城美域石头记二,409826574,Maggie,,密云县 / Miyun,40.38715,117.09252,Entire home/apt,1118,1,1,2021-08-07,0.21,2,298,1,
50736711,十渡聚祥达温馨家庭房（1间）近蹦极和高山漂流,218586938,十渡聚祥达民宿,,房山区,39.63433,115.60572,Private room,288,1,0,,,11,298,0,
50743040,紧邻龙庆峡，可以烧烤、KTV，做饭,410055481,云雪,,延庆县 / Yanqing,40.54979,116.08824,Entire home/apt,2200,1,0,,,1,0,0,
50745624,【Primary Hermes】国贸丨大望路丨百子湾丨欢乐谷丨巨幕投影丨近地铁7号线,294904470,Na,,朝阳区 / Chaoyang,39.900665,116.488029,Entire home/apt,554,1,4,2021-11-20,0.70,9,363,4,
50755445,云故巷•精品民宿•独享小院.延庆玉渡山•龙庆峡•世园会•世葡园冰雪嘉年华•野鸭湖•滑雪•冰灯•有地暖,405946211,云故巷,,延庆县 / Yanqing,40.49275,115.88588,Entire home/apt,2135,1,2,2021-08-18,0.44,1,362,2,
50756539,百花山老张的院子,281199060,Superman,,门头沟区 / Mentougou,39.90678,115.56683,Entire home/apt,1314,1,5,2021-10-04,1.08,1,90,5,
50756592,有关民宿·小洞房 户外私汤SPA情侣套院,112637243,有关,,门头沟区 / Mentougou,39.971466,115.64592,Private room,2280,1,1,2021-12-22,1,6,324,1,
50756729,温泉民宿｜ins风｜明代古长城脚下｜享有温泉体验｜大落地窗房间宽敞明亮｜露台可观山景,405700583,刘利,,怀柔区 / Huairou,40.44677,116.699432,Private room,1294,1,1,2021-12-13,1,6,54,1,
50757558,温泉民宿｜ins风｜明代古长城脚下｜享有温泉体验｜大落地窗房间宽敞明亮｜露台可观山景,405700583,刘利,,怀柔区 / Huairou,40.446831,116.699547,Private room,1146,1,0,,,6,54,0,
50758128,温泉民宿｜ins风｜明代古长城脚下｜享有温泉体验｜大落地窗房间宽敞明亮｜露台可观山景,405700583,刘利,,怀柔区 / Huairou,40.44588,116.70028,Private room,1054,1,0,,,6,54,0,
50758399,温泉民宿｜亲子滑梯房｜ins风｜明代古长城脚下｜享有温泉体验｜大落地窗房间宽敞明亮｜露台可观山景,405700583,刘利,,怀柔区 / Huairou,40.44592,116.70009,Private room,1534,1,0,,,6,56,0,
50758503,乡宿·山水琉璃别墅1#|萌宠羊驼 全地形越野车 多景区覆盖 幽谷神潭 白河湾湿地 自然王国亲子营地,410202793,民宿,,怀柔区 / Huairou,40.643353,116.65432,Entire home/apt,1021,1,0,,,2,265,0,
50761727,古北水镇山景民宿凡与不凡三号院鱼落/温泉/私汤/泳池/烧烤/麻将/电影/空中鱼池/自助厨房/管家服务,182570537,伟,,密云县 / Miyun,40.64627,117.2073,Entire home/apt,3143,1,2,2021-08-02,0.38,11,41,2,
50764792,房山十渡名胜风景区/观景大床房,408911800,廷辉,,房山区,39.63218,115.59722,Entire home/apt,330,1,2,2021-09-20,0.41,1,364,2,
50777242,乡博博.一树梨花儿民宿包院-山地滑车/近临石林峡、天云山/超大露台/烧烤轰趴/团建/卡拉OK、麻将,335205319,晓慧,,平谷区 / Pinggu,40.29418,117.24682,Entire home/apt,2888,1,0,,,12,269,0,
50779669,"行之宿怀柔5居．一层私汤泡池二层露台恒温泳池．步行可到青龙
峡．桌游剧本杀．大水峪雁栖湖红螺寺CS",378925384,醉懒轻奢民宿,,怀柔区 / Huairou,40.44793,116.69987,Entire home/apt,5786,1,2,2021-10-27,0.40,6,348,2,
50780613,[左院右舍]可租单间/通州区/近环球影城/花庄地铁站/皇家新村/聚会/轰趴/拥有天台的独栋别墅,137432816,儒刚,,通州区 / Tongzhou,39.85896,116.70366,Entire home/apt,2071,1,5,2021-11-13,1.79,7,87,5,
50785563,北京怀柔风景区亲子、聚会、烧烤、可做饭，圣泉山～红螺寺～慕田峪水长城～雁栖湖乡村小院,405002207,隐幽小宿,,怀柔区 / Huairou,40.360367,116.572723,Entire home/apt,2023,1,1,2021-08-21,0.24,1,364,1,
50788453,"古北水镇禅意标准
间",404179392,阿弥陀佛,,密云县 / Miyun,40.68509,117.17071,Private room,388,1,0,,,3,365,0,
50797060,滸墅 10亩庭院适合聚会，可会议，可活动，可烧烤 ，可发票,410442539,先生,,密云县 / Miyun,40.44465,116.94787,Private room,343,1,0,,,1,338,0,
50798060,延庆 陌野小院 民宿 客栈,156597514,陌野,,延庆县 / Yanqing,40.473923,116.079826,Entire home/apt,1264,1,3,2021-10-04,0.71,1,179,3,
50798517,密云水库日光山谷40人千平奢华别墅，温泉私汤，烧烤，私人篮足球场，古北水镇50分钟，专业舞台娱乐设施,62370911,和軒,,密云县 / Miyun,40.44043,116.92644,Entire home/apt,10657,1,3,2021-08-20,0.63,1,362,3,
50800952,宿诚野外民宿,409614615,认证手机用户7948,,怀柔区 / Huairou,40.407471,116.344353,Entire home/apt,3000,1,0,,,1,365,0,
50801248,台北设计师民宿【大溪地·南院】聖誕、跨年熱門景點，SPA泡池，森林石屋，九渡河黄花城，loft亲子房,86520158,祥叔,,昌平区,40.36773,116.34654,Entire home/apt,3716,1,4,2021-10-05,0.90,3,43,4,
50804809,晓曦家 世园会野鸭湖八达岭烧烤KTV轰趴小院,405708461,晓曦家,,延庆县 / Yanqing,40.402695,115.921753,Entire home/apt,2874,1,2,2021-10-04,0.36,1,363,2,
50815575,白河湾 清馨怡景 独栋别墅短租,410743920,勇,,怀柔区 / Huairou,40.642956,116.654884,Entire home/apt,1756,1,1,2021-08-27,0.25,1,177,1,
50821272,桃源•福-京郊延庆奥伦达部落原乡美利坚湖景山景别墅三居四居五居海坨山玉渡山野鸭湖世园会长城方便,206164564,桃子,,延庆县 / Yanqing,40.45982,115.777374,Entire home/apt,3186,1,1,2021-10-08,0.38,8,364,1,
50821290,北京十渡民宿12°山里寒舍（超大庭院 风景清幽）,410811818,小飞,,房山区,39.63743,115.55019,Entire home/apt,1909,1,1,2021-10-05,0.37,1,364,1,
50833063,坞里山舍 后院。酒吧 棋牌桌游 茶室书屋 露台 垂钓烧烤 亲子 轰趴聚会 团建拓展 登山徒步,410088167,坞里山舍亲水民宿,,延庆县 / Yanqing,40.595184,116.487686,Entire home/apt,3679,1,1,2021-08-12,0.22,1,365,1,
50834978,滑雪/独院/地暖/烧烤/麻将机/红螺寺/雁西湖/青龙峡/神堂峪/国际会都/石门山景区/百泉山,367016710,认证手机用户7553,,怀柔区 / Huairou,40.435184,116.67318,Entire home/apt,1688,1,1,2021-08-14,0.23,1,175,1,
50835840,古北水镇 司马台长城 亲子 京郊游 房东直租 可烧烤 安静星空观景别墅 独享院子 阳台,410969107,星空,,密云县 / Miyun,40.648899,117.269943,Entire home/apt,429,1,8,2021-12-18,1.43,1,157,8,
50836641,花语舍一号院（玉渡山，野鸭湖，八达岭长城，海坨山，龙庆峡）,319828864,认证手机用户7890,,延庆县 / Yanqing,40.494793,115.880585,Entire home/apt,2633,1,0,,,3,288,0,
50839120,【花筑】私人泳池汗蒸|KTV|桌球|厨房|响水湖长城团建亲子轰趴烧烤|柒石榴家的院子五间整租可住十人,274423147,肥肥,,怀柔区 / Huairou,40.43258,116.43283,Entire home/apt,1911,1,0,,,6,360,0,
50839251,【花筑】私人泳池|汗蒸|桌球|厨房|响水湖长城|团建亲子轰趴烧烤|山套间大床房带浴缸,274423147,肥肥,,怀柔区 / Huairou,40.43492,116.43493,Entire home/apt,2226,1,0,,,6,281,0,
50840581,北京延庆奥伦达部落原乡美利坚观景洋房2居麻将机，紧邻商街餐厅超市步行3分钟，海坨山古崖居玉渡山野鸭湖,410997754,龙缘,,延庆县 / Yanqing,40.45399,115.77512,Entire home/apt,1109,1,3,2021-10-06,0.62,2,364,3,
50841044,安贞医院温馨双床房,61872641,Ti,,朝阳区 / Chaoyang,39.971214,116.405769,Private room,248,2,2,2021-10-09,0.71,1,90,2,
50841339,「竹语•青藤•采薇」环球影城 | 独栋别墅 | 自带院子 | 私密性强,410618305,竹语•青藤,,通州区 / Tongzhou,39.85578428144653,116.70422403839468,Private room,308,1,1,2021-12-22,1,6,359,1,
50841340,「竹语•青藤•未央」环球影城 | 独栋别墅 | 自带院子 | 私密性强,410618305,竹语•青藤,,通州区 / Tongzhou,39.8579,116.70386,Private room,315,1,0,,,6,359,0,
50841460,「竹语·青藤」环球影城 | 独栋别墅|自带院子 | 私密性强,410618305,竹语•青藤,,通州区 / Tongzhou,39.85657884845867,116.70374527765746,Private room,2134,1,0,,,6,361,0,
50855763,廊坊嘉都合院,281314037,L  V,,顺义区 / Shunyi,40.04493,116.82564,Private room,399,1,0,,,1,62,0,
50856034,【花筑】私人泳池|汗蒸|桌球|厨房|响水湖长城|团建亲子轰趴烧烤|仁榻榻米双床房,274423147,肥肥,,怀柔区 / Huairou,40.43254,116.43434,Entire home/apt,1940,1,0,,,6,291,0,
50856044,1 Bedroom Executive雅诗阁来福士服务公寓一房行政套房含双早，免费健身游泳,409820755,北京雅诗阁来福士中心服务公寓小管家,,东城区,39.94022,116.43165,Private room,1908,1,0,,,2,90,0,
50856085,【花筑】私人泳池|汗蒸|桌球|厨房|响水湖长城|团建亲子轰趴烧烤|意榻榻米双床房,274423147,肥肥,,怀柔区 / Huairou,40.43491,116.43303,Entire home/apt,1958,1,0,,,6,293,0,
50856222,【花筑】私人泳池|汗蒸|桌球|厨房|响水湖长城|团建亲子轰趴烧烤|顺景观大床房,274423147,肥肥,,怀柔区 / Huairou,40.43282,116.43276,Entire home/apt,1923,1,0,,,6,292,0,
50856252,【花筑】私人泳池|汗蒸|桌球|厨房|响水湖长城|团建亲子轰趴烧烤|水景观大床房,274423147,肥肥,,怀柔区 / Huairou,40.4346,116.43446,Entire home/apt,2759,1,0,,,6,288,0,
50857292,1 Bedroom Premier雅诗阁来福士中心服务公寓一房豪华行政套房含双早，免费游泳健身,409820755,北京雅诗阁来福士中心服务公寓小管家,,东城区,39.94041,116.43286,Private room,2120,1,0,,,2,90,0,
50857753,乡宿·山水琉璃别墅2#|萌宠羊驼 全地形越野车 多景区覆盖 幽谷神潭 白河湾湿地 自然王国亲子营地,410202793,民宿,,怀柔区 / Huairou,40.643353,116.65432,Entire home/apt,4643,1,0,,,2,265,0,
50859326,白河湾民宿/农家乐/白河湾自然风景区/喇嘛沟门原始森林风景区/烧烤/餐厅/团建/漂流/整租/薰衣草庄,399458940,认证手机用户1941,,怀柔区 / Huairou,40.67117,116.68885,Entire home/apt,2086,1,0,,,1,365,0,
50865087,陌晨轩民宿【私家停车场•团队建设•KTV•麻将机•烧烤全羊•全屋地暖•近慕田峪长城.圣泉山.红螺寺】,411234303,Wesley,,怀柔区 / Huairou,40.398361,116.56395,Entire home/apt,4623,1,1,2021-08-21,0.24,1,363,1,
50866250,二层的东北房,411251936,京哥,,房山区,39.63579,115.60744,Private room,429,1,0,,,1,365,0,
50866409,北京平谷金海湖石林峡大溶洞湖景房福漫小筑,411133557,认证手机用户8989,,平谷区 / Pinggu,40.175533,117.304962,Entire home/apt,4012,1,3,2021-09-20,0.59,1,178,3,
50876703,怀柔区白河湾 雾里头 度假屋,295343527,可萱,,怀柔区 / Huairou,40.672768,116.67112,Entire home/apt,2000,1,0,,,1,338,0,
50877485,【洛丽塔公主房】国贸丨百子湾丨后现代城丨120寸4k超清巨幕投影丨婚纱可拍摄试穿丨近地铁7号线,294904470,Na,,朝阳区 / Chaoyang,39.89968,116.48867,Entire home/apt,570,1,6,2021-11-23,1.41,9,359,6,
50878428,北京金海湖碧波岛景区独栋二层大别墅,405062555,认证手机用户9296,,平谷区 / Pinggu,40.16518,117.34652,Private room,2500,1,0,,,2,365,0,
50883267,麓之松松/现代简约与新中式的完美融合，智能家电，全景玻璃台，可住8-10个人，适合邀友、亲子、团建。,411417057,小豆包,,昌平区,40.282734,116.207603,Private room,3225,1,2,2021-08-21,0.37,1,87,2,
50885130,怀柔科学城家庭聚会烧烤公司团建烤羊民宿毗邻雁栖湖青龙峡慕田峪怀北滑雪场等风景区,283116446,Yrlj,,怀柔区 / Huairou,40.3466,116.70975,Entire home/apt,2703,1,0,,,2,365,0,
50900508,【花筑】北京观星基地·天玑小院·轰趴馆/近龙庆峡/长城/八达岭动物园/ktv/烧烤/台球/桌游/街机,266212669,九州星宿,,延庆县 / Yanqing,40.58867,116.07474,Private room,3485,1,0,,,5,365,0,
50904341,｢梧桐·砖筑｣ 山景院落·戏水泳池·水长城·聚会烧烤·独享整院@Lakeside GreatWall,258347392,宇飞,,怀柔区 / Huairou,40.426849,116.323761,Entire home/apt,2874,1,2,2021-08-27,0.39,3,175,2,
50907141,原乡～“乐库”别墅度假屋,401507169,Summer,,延庆县 / Yanqing,40.45982,115.77737,Entire home/apt,3200,1,1,2021-10-23,0.48,1,0,1,
50909179,《有、意思》民宿，紧邻北京环球影城3公里，独栋别墅，可团建/聚会/烧烤,91963981,晶晶,,通州区 / Tongzhou,39.861347,116.705994,Entire home/apt,1291,1,4,2021-12-23,1.24,1,169,4,
50926194,爱丽梦想花园-无尽夏小院-雁栖湖青龙峡怀北滑雪漂流-整院包院-4居300平米10人-地暖已开,376597811,Aili,,密云县 / Miyun,40.43198,116.732056,Entire home/apt,1589,1,10,2021-12-18,2.07,1,258,10,
50927640,可馨小筑/青龙峡/雁栖湖，怀北滑雪场，恒温泳池/私汤泡池，家庭聚会，团建，生日聚会，烧烤，亲子,411644980,丽,,怀柔区 / Huairou,40.44668,116.70098,Private room,6193,1,1,2021-08-02,0.21,1,355,1,
50930175,花语舍二号院（玉渡山，野鸭湖，八达岭长城，龙庆峡）,319828864,认证手机用户7890,,延庆县 / Yanqing,40.494793,115.880585,Entire home/apt,2221,1,0,,,3,286,0,
50931110,北京小院民宿5号房 黑龙潭 天门山 清凉谷,138270841,钱,,密云县 / Miyun,40.61623,116.802002,Private room,542,1,4,2021-08-27,0.78,3,326,4,
50945399,花语舍小院一号院二号院整租（玉渡山，野鸭湖，八达岭长城，龙庆峡）,319828864,认证手机用户7890,,延庆县 / Yanqing,40.494793,115.880585,Entire home/apt,3831,1,2,2021-08-21,0.41,3,359,2,
50945858,京郊密云南山滑雪场侬心小筑亲子主题灰房子,226909525,姗,,密云县 / Miyun,40.45505,116.90508,Private room,1034,1,1,2021-08-12,0.22,10,25,1,
50947145,纳趣主题民宿 神堂峪 雁栖湖 红螺寺 慕田峪 长城  适合情侣 休闲 遛娃 拍照 网红 12-18人,392343679,小虾米~,,怀柔区 / Huairou,40.44354,116.58266,Entire home/apt,3113,1,2,2021-08-15,0.42,4,174,2,
50961797,怀柔民宿I竹简 · 水源静舍I慕田峪长城I儿童泳池I户外烧烤I雁栖湖I麻将机I红螺寺I观景露台,297773300,竹简民宿,,怀柔区 / Huairou,40.40577,116.5555,Entire home/apt,1404,1,3,2021-08-28,0.58,14,364,3,
50962772,十三陵碓臼峪自然风景区旁，特色设计依山叠院儿/超大观景露台/烧烤露营/6室4厅6卫可住20人的私院儿,412177085,认证手机用户3227,,昌平区,40.342064,116.193398,Entire home/apt,2734,1,0,,,1,360,0,
50979421,醉懒原色【免费剧本杀团建定制】日式5居地暖．私汤和服桌游火锅烧烤．怀柔青龙峡大水峪雁栖湖怀北滑雪CS,398095198,醉懒民宿,,怀柔区 / Huairou,40.44643,116.6995,Entire home/apt,2382,1,6,2021-11-29,1.15,3,350,6,
50980676,水长城附近建筑师民宿/三良家/诧寂风loft大床房/帐篷浴缸小庭院,91594546,三良家SunlandHome,,怀柔区 / Huairou,40.436474,116.331757,Private room,348,1,1,2021-12-17,1,5,159,1,
50980803,四合院“濯足/妙造”大床房，近6、5号线，近北京二环内著名景点等景点，去看升旗必选,410553740,海绵宝宝的四合院,,东城区,39.921448,116.421608,Private room,612,1,0,,,3,360,0,
50981505,顺义焦庄户五彩潜山炮台轰趴亲子民宿,257737044,强,,顺义区 / Shunyi,40.23587,116.86904,Entire home/apt,4094,1,1,2021-10-03,0.36,1,178,1,
50981536,四合院  “积建/俯拾/花草大床房”近地铁5、6号线，近北京二环内著名景点等景点，去看升旗必选,410553740,海绵宝宝的四合院,,东城区,39.92145,116.42161,Private room,840,1,0,,,3,358,0,
50982848,怀柔水长城附近精品民宿/三良家@003日式榻榻米投影大床房,91594546,三良家SunlandHome,,怀柔区 / Huairou,40.43702,116.33094,Private room,321,1,0,,,5,352,0,
50982932,四合院“与归”家庭房，近地铁5、6号线，近北京二环内著名景点等景点，去看升旗必选,410553740,海绵宝宝的四合院,,东城区,39.921448,116.421608,Private room,1096,1,1,2021-09-20,0.31,3,355,1,
50982941,悦来拾光2500㎡超大空间亲子民宿，亲子互动，聚会团建，黄花城，水长城，私人泳池儿童乐园，户外烧烤,405042908,李华南,,怀柔区 / Huairou,40.42871,116.33251,Entire home/apt,7223,1,1,2021-08-29,0.25,4,362,1,
50983299,水长城附近建筑师民宿三良家，日式小清新风格2米大床房，独享天井花园。,91594546,三良家SunlandHome,,怀柔区 / Huairou,40.43647,116.33176,Private room,298,1,2,2021-09-26,0.38,5,167,2,
51004235,【花筑】城墙里的1800平米大院，木结构为主的风格，让你回到当初的家,412600592,城墙大院，你好,,延庆县 / Yanqing,40.493073,116.006752,Private room,3879,1,0,,,1,356,0,
51011940,百里山水画廊/玉渡山/野鸭湖/世园会/八达岭动物园/长城/龙庆峡,395173166,房东阿思,,延庆县 / Yanqing,40.44645,116.0514,Entire home/apt,1632,1,1,2021-07-18,0.19,1,180,1,
51011960,密境【一号院】/密云水库湖景大宅/极简侘寂风/泳池/私汤/K歌/烧烤/水库鱼餐饮订制/云佛山滑雪场/,45653753,智贤,,密云县 / Miyun,40.46117,116.91505,Entire home/apt,4777,1,4,2021-12-11,1.14,1,346,4,
51014141,海洋球主题房 神堂峪 雁栖湖 红螺寺 慕田峪 长城  纳趣主题民宿 适合情侣 休闲 遛娃 拍照 网红,392343679,小虾米~,,怀柔区 / Huairou,40.443043,116.581848,Private room,798,1,0,,,4,27,0,
51022373,延庆 椿·巢小院,392473407,张健,,延庆县 / Yanqing,40.49526,115.88015,Entire home/apt,1914,1,3,2021-08-21,0.64,1,90,3,
51024976,棋盘山旁山景小院听心花宿悠游谷,146207061,听心花宿,,昌平区,40.158707,116.03775,Entire home/apt,2912,1,0,,,5,359,0,
51026583,近清凉谷 黑龙潭  云蒙山独栋轻奢民宿 中式风整套大宅 观景,277269448,馨居,,密云县 / Miyun,40.605747,116.792183,Entire home/apt,2767,1,0,,,1,179,0,
51031140,【花筑】桂庭俊舍|宽沟风景|近红螺寺|高清投影|提供BBQ|Spa及艾灸|观景落地窗及山景|知否,412837476,花筑·桂庭俊舍,,怀柔区 / Huairou,40.34774,116.54943,Private room,729,1,0,,,1,363,0,
